Situacao	Var_Desconto	Descricao	Codigo	Preco_Original	Preco_A_Vista	Preço_A_Credito	Parcela	Valor_Parcela	Produto	Desconsiderar	Desmembrar	Avaliacao
		Ducha Higiênica Civitt Eco Convencional Abs Branca 3283	Cód. 1568026211	(0)					duchas-higienicas		R$ 40,62cada	
		Ducha Higiênica Quadrada Chuveirinho Intima Banheiro Preta	Cód. 1571312273	(0)					duchas-higienicas		R$ 74,99cada	
		Registro com Ducha Higiênica Vintage Retrô Bronze Antigo 601...	Cód. 1567735875	(0)			R$ 889,00cada	8x de R$ 111,12 s/juros	duchas-higienicas			
OFERTA	-22%	Registro E Ducha Higiênica Vintage Bronze Com Porcelana	Cód. 1570467064	(0)	R$ 1.309,00 cada		R$ 1.018,00cada		duchas-higienicas		8x de R$ 127,25 s/juros	
OFERTA	-4%	Ducha Higiênica Docol Luxo 57970 Grafite Escovado	Cód. 1568026201	R$ 999,90 cada	R$ 959,90cada		à vista no pix		duchas-higienicas		R$ 999,90 em até 8x de R$ 124,99 s/juros	(0)
		Ducha Higienica Luxo Intimo Bide Chuveirinho De Mao Suporte M...	Cód. 1570812609	(0)					duchas-higienicas		R$ 174,60cada	
		Ducha Manual - Trend	Cód. 1570823462	(0)					duchas-higienicas		R$ 151,67cada	
		Ducha Higienica Chuveirinho Luxo Bide Cromo Aço Inox Intimo S...	Cód. 1570770862	(0)					duchas-higienicas		R$ 176,60cada	
OFERTA	-16%	Ducha Higiênica C73 Volta 1/4 Dimmer Abs Horizontal Metal	Cód. 1571266468	(0)	R$ 93,53 cada				duchas-higienicas		R$ 77,94cada	
OFERTA	-8%	Ducha Higienica Pop Branca Com Registro Censi 7554	Cód. 1571295948	(0)	R$ 55,90 cada				duchas-higienicas		R$ 50,90cada	
		Mangueira Pvc Cinza Para Cardal 1/2 Porca Em Metal Com Ducha	Cód. 1571413891	(0)					duchas-higienicas		R$ 138,00cada	
		Ducha Higiênica Dream Com Registro Dark Antracite Deca	Cód. 1571420161	(0)			R$ 4.189,90cada	8x de R$ 523,74 s/juros	duchas-higienicas			
		Ducha Higiênica C/ Derivação Rose Fosco- Led	Cód. 1571409949	(0)			R$ 764,19cada	7x de R$ 109,17 s/juros	duchas-higienicas			
OFERTA	-15%	Ducha Higiênica C/ Desviador1/4 De Volta Cromado Blukit	Cód. 1571409945	(0)	R$ 98,90 cada		R$ 84,06cada		duchas-higienicas		à vista no pix	
OFERTA	-44%	Ducha Higienica Com Trava - Preto	Cód. 1571417669	(0)	R$ 296,73 cada				duchas-higienicas		R$ 165,50cada	
		Ducha Higiênica Dn 15 - Titanio	Cód. 1571409950	(0)			R$ 537,12cada	5x de R$ 107,42 s/juros	duchas-higienicas			
OFERTA	-15%	Ralo Em Metal Square Tampa Oculta Invisivel 10x10 Branco	Cód. 1571414372	(0)	R$ 49,90 cada		R$ 42,41cada		duchas-higienicas		à vista no pix	
OFERTA	-7%	Ducha Higiênica Quadrada Cromada Com Derivação 1/4v	Cód. 1571185467	(0)	R$ 439,59 cada		R$ 408,82cada		duchas-higienicas		4x de R$ 102,20 s/juros	
		Ducha Goa Cross Acqua-jet Cromada Fabrimar	Cód. 1571158642	(0)			R$ 601,17cada	6x de R$ 100,19 s/juros	duchas-higienicas			
		Ducha Higienica Luxo Intimo Chuveirinho De Mao Bide Suporte M...	Cód. 1571002829	(0)					duchas-higienicas		R$ 173,80cada	
OFERTA	-4%	Ducha Higiênica Luxo Cromada 1,20m Censi	Cód. 1571295953	(0)	R$ 129,90 cada		R$ 124,70cada		duchas-higienicas		à vista no pix	
OFERTA	-16%	Ducha Higiênica Intimo Branca 1/4 V Abs Banheiro Chuveirinho	Cód. 1571354644	(0)	R$ 33,44 cada				duchas-higienicas		R$ 27,87cada	
OFERTA	-10%	Ducha Higiênica Com Registro Desviador Abs Branca 1,20m Blukit	Cód. 1570432350	R$ 68,90 cada	R$ 62,01cada				duchas-higienicas		à vista no pix	
		Ducha Higiênica Rosê Completa Banheiro Lavabo Duchinha	Cód. 1569832300	R$ 469,95cada					duchas-higienicas		4x de R$ 117,49 s/juros	
OFERTA	-4%	Ducha Higiênica Docol Stillo 823748 Com Registro E Derivação	Cód. 1568126600	R$ 1.259,90 cada	R$ 1.209,50cada		à vista no pix		duchas-higienicas		R$ 1.259,90 em até 8x de R$ 157,49 s/juros	
		Misturador Ducha Higiênica C/ Base - Exata	Cód. 1569327418	R$ 1.945,53cada					duchas-higienicas		8x de R$ 243,19 s/juros	
		Ducha Higiênica Banheiro Vol. C-72 Cromado Mangueira 200cms	Cód. 1569972919	R$ 65,99cada					duchas-higienicas			
		Ducha Higiênica Giratória Completa Preto Fosco 1/4 De Volta	Cód. 1570457543	R$ 240,90cada					duchas-higienicas		2x de R$ 120,45 s/juros	
OFERTA	-4%	Ducha Higiênica Docol Luxo 57969 Cobre Escovado - Único	Cód. 1568026202	R$ 999,90 cada	R$ 959,90cada		à vista no pix		duchas-higienicas		R$ 999,90 em até 8x de R$ 124,99 s/juros	
		Ducha Higiênica S/ Derivação - Slim	Cód. 1567629485	R$ 324,90cada					duchas-higienicas		3x de R$ 108,30 s/juros	
OFERTA	-3%	Ducha Higiênica Para Banheiro Preto Fosco Fc-101 Black	Cód. 1571501441	R$ 73,35 cada	R$ 70,42cada				duchas-higienicas		à vista no pix	
		Ducha Higiênica C/ Derivação - Mais	Cód. 1567661132	R$ 204,51cada					duchas-higienicas		2x de R$ 102,25 s/juros	
OFERTA	-15%	Ducha Higiênica Quadrada 1,2 Metros Metal Dourada	Cód. 1571414370	R$ 289,90 cada	R$ 246,41cada		à vista no pix		duchas-higienicas		R$ 289,90 em até 2x de R$ 144,95 s/juros	
OFERTA	-15%	Ducha Higiênica Quadrada Em Metal Completa	Cód. 1571420159	R$ 99,90 cada	R$ 84,91cada				duchas-higienicas		à vista no pix	
OFERTA	-15%	Ducha Higiênica Quadrada - Rose	Cód. 1571420160	R$ 289,90 cada	R$ 246,41cada		à vista no pix		duchas-higienicas		R$ 289,90 em até 2x de R$ 144,95 s/juros	
		Ducha Higiênica S/ Derivação - Onda	Cód. 1569327416	R$ 281,98cada					duchas-higienicas		2x de R$ 140,99 s/juros	
		Kit Ducha Higiênica Monocomando Level Cromado E Base Deca	Cód. 1568873361	R$ 2.899,90cada					duchas-higienicas		8x de R$ 362,49 s/juros	
OFERTA	-15%	Ralo Click Inteligente Em Inox 15x15 Cm Preto	Cód. 1571414361	R$ 45,90 cada	R$ 39,01cada				duchas-higienicas		à vista no pix	
OFERTA	-15%	Ralo Em Aço Inox Cromado 150 Mm X 150 Mm	Cód. 1571414367	R$ 14,90 cada	R$ 12,66cada				duchas-higienicas		à vista no pix	
OFERTA	-15%	Ralo Click Inteligente Para Banheiro Quadrado Padrão Nacional...	Cód. 1571415078	R$ 49,90 cada	R$ 42,41cada				duchas-higienicas		à vista no pix	
		Ducha Elétrica Para Salão E Barbearia Sintex 220v 4400w - Dsb...	Cód. 1570432349	R$ 110,90cada					duchas-higienicas			
OFERTA	-4%	Fame Ducha Higiênica Flexível 4000w 220v	Cód. 1567157256	R$ 185,90 cada	R$ 178,46cada				duchas-higienicas		à vista no pix	
		Ducha Higiênica C/ Derivação - Dom	Cód. 1567629486	R$ 415,56cada					duchas-higienicas		4x de R$ 103,89 s/juros	
OFERTA	-15%	Ducha Higiênica Imperatriz Metal Cromado 2020 C62 Gatilho Abs...	Cód. 1568440348	R$ 99,00 cada	R$ 84,15cada				duchas-higienicas		à vista no pix	
		Ducha Higiênica Quadrada Cromada Com 1/4 De Volta	Cód. 1569845094	R$ 109,90cada					duchas-higienicas			
		Ducha Higiênica C/ Derivação - Even	Cód. 1570047385	R$ 334,69cada					duchas-higienicas		3x de R$ 111,56 s/juros	
		Ducha Higiênica C/ Derivação - Week	Cód. 1569327405	R$ 415,56cada					duchas-higienicas		4x de R$ 103,89 s/juros	
OFERTA	-10%	Ducha Higiênica Aço Inox Escovado Com Registro Nox15 Doan	Cód. 1571199383	R$ 95,90 cada					R$ 85,90cada	duchas-higienicas		
OFERTA	-15%	Ducha Higiênica Imperatriz Metal Cromado 2020 C50 Gatilho Abs	Cód. 1568440354	R$ 76,00 cada	R$ 64,60cada				duchas-higienicas		à vista no pix	
		Ducha Higiênica Herc 3651 Com Registro Branca 1/2	Cód. 1568440352	R$ 62,70cada					duchas-higienicas			
OFERTA	-15%	Ralo Click Inteligente Para Banheiro Quadrado Padrão Nacional...	Cód. 1571417417	R$ 39,90 cada	R$ 33,91cada				duchas-higienicas		à vista no pix	
OFERTA	-15%	Ducha Higiênica Metalplas C-34 1/4 Volta Gatilho	Cód. 1571121326	R$ 84,00 cada	R$ 71,40cada				duchas-higienicas		à vista no pix	
Ducha Higiênica Deca Flex Plus 1984.c21 Branca - Único	Cód. 1566811273	R$ 456,90cada	4x de R$ 114,22 s/juros	Ducha Higiênica com Derivação 1,2m Cromada e Branca Izy Deca	Cód. 86561272		R$ 949,90cada		duchas-higienicas		8x de R$ 118,74 s/juros	
Ducha Higiência Com Derivação -led	Cód. 1571409944	R$ 515,52cada	5x de R$ 103,10 s/juros	Ducha Higiênica 1,2m Cromada Basic Plus Celite	Cód. 89379493		R$ 489,90cada		duchas-higienicas		4x de R$ 122,47 s/juros	
		Ducha Higiênica C/ Derivação - Flaunt	Cód. 1567629484	R$ 682,00cada					duchas-higienicas		6x de R$ 113,67 s/juros	
		Ducha Higiênica Metal Gatilho Mangueira 1,80 Mt Sem Registro	Cód. 1569977282	R$ 50,99cada					duchas-higienicas			
OFERTA	-12%	Exaustor Churrasqueira Residencial Alvenaria C/ Soquete 25cm	Cód. 1567510590	(0)	R$ 239,90 cada		R$ 209,90cada		exaustores		2x de R$ 104,95 s/juros	
		Exaustor Industrial/comercial 50cm Turbão Alta Vazão 220v	Cód. 1566823215	(0)			R$ 369,90cada	3x de R$ 123,30 s/juros	exaustores			
		Motor Ventilador Exaustor Vix 350mm 380 Volts	Cód. 1566807039	(0)			R$ 357,49cada	3x de R$ 119,16 s/juros	exaustores			
		Motor Ventilador Exaustor Vix 630mm 220 Volts	Cód. 1566807037	(0)			R$ 812,10cada	8x de R$ 101,51 s/juros	exaustores			
		Exaustor Médio 40cm 1.750r Exaustão Novo Ventilação 220v	Cód. 1567313770	(0)			R$ 400,90cada	4x de R$ 100,22 s/juros	exaustores			
		Exaustor Residencial Drywall Bivolt 25cm Com 2 Grades Ventima...	Cód. 1569931665	(0)			R$ 239,90cada	2x de R$ 119,95 s/juros	exaustores			
		Exaustor Para Banheiros E Ambientes Itc Vento 126mm 18w 127v	Cód. 1571419978	(0)			R$ 207,99cada	2x de R$ 103,99 s/juros	exaustores			
		Exaustor Renovador De Ar Sicflux Splitvent 100mm Bivolt	Cód. 1571419992	(0)			R$ 404,99cada	4x de R$ 101,25 s/juros	exaustores			
		Microventilador De Ambientes Ventisilva Canário 150mm Bivolt	Cód. 1571419981	(0)			R$ 404,99cada	4x de R$ 101,25 s/juros	exaustores			
		Microventilador De Ambientes Ventisilva Canário 120mm Bivolt	Cód. 1571419993	(0)			R$ 316,99cada	3x de R$ 105,66 s/juros	exaustores			
		Motor Ventilador Exaustor Vix 450mm 380 Volts	Cód. 1566807040	(0)			R$ 594,10cada	5x de R$ 118,82 s/juros	exaustores			
		Exaustor Para Banheiro Silent 300cz Plus S&p 150mm 127v	Cód. 1571234829	(0)			R$ 461,99cada	4x de R$ 115,50 s/juros	exaustores			
		Exaustor Para Banheiro Silent 100cz S&p 100mm 127v	Cód. 1571232924	(0)			R$ 228,99cada	2x de R$ 114,49 s/juros	exaustores			
		Exaustor Para Banheiro Silent 100cz S&p 100mm 220v	Cód. 1571232922	(0)			R$ 228,99cada	2x de R$ 114,49 s/juros	exaustores			
		Exaustor Para Banheiro Silent 300cz Plus S&p 150mm 220v	Cód. 1571293453	(0)			R$ 461,99cada	4x de R$ 115,50 s/juros	exaustores			
		Exaustor Para Banheiro Silent 200cz Design 3c S&p 220v	Cód. 1571232914	(0)			R$ 349,99cada	3x de R$ 116,66 s/juros	exaustores			
		Exaustor Para Banheiro Silent 200cz S&p 120mm 220v	Cód. 1571232916	(0)			R$ 309,99cada	3x de R$ 103,33 s/juros	exaustores			
		Exaustor Para Banheiro Silent 200cz S&p 120mm 127v	Cód. 1571232925	(0)			R$ 309,99cada	3x de R$ 103,33 s/juros	exaustores			
OFERTA	-6%	Teclado Easy Touch Para Coifas Fogatti Modelo Atual	Cód. 1566936155	(0)	R$ 159,90 cada				exaustores		R$ 149,90cada	
OFERTA	-6%	Teclado Mecânico Para Coifas Fogatti Com Modelo Easy Mechanic	Cód. 1566936154	(0)	R$ 159,90 cada				exaustores		R$ 149,90cada	
		Ventokit Modelo Classic 80 (20 W) -para Ambiente Até 5 M²	Cód. 1566807596	(0)			R$ 324,00cada	3x de R$ 108,00 s/juros	exaustores			
		Motor Exaustor Renovador Ar C 280 A 12m² Bivolt Ventokit Wdb	Cód. 1571419989	(0)			R$ 514,99cada	5x de R$ 103,00 s/juros	exaustores			
OFERTA	-10%	Exaustor para Banheiro 100mm 250V (220V) Ventisol	Cód. 88243554	(11)	R$ 121,90 cada				exaustores		R$ 109,71cada	
		Motor Ventilador Exaustor Vix 500mm Rqa4e-500 220 Volts	Cód. 1566807038	(0)			R$ 628,40cada	6x de R$ 104,73 s/juros	exaustores			
OFERTA	-8%	Exaustor 50cm Axial Cinza 127v 250w Venti Delta Affara/cinza	Cód. 1570800069	(0)	R$ 483,90 cada		R$ 443,90cada		exaustores		4x de R$ 110,97 s/juros	
OFERTA	-7%	Exaustor Churrasqueira Residencial Alvenaria S/ Soquete 25cm	Cód. 1567510596	(0)	R$ 215,90 cada				exaustores		R$ 199,90cada	
		Regulador De Vazão De Ar Rva 100	Cód. 1566953263	(1)					exaustores		R$ 51,42cada	
		Exaustor Mared 20cm Inox Alta Vazão Industrial Parede Coifa	Cód. 1568025588	(0)			R$ 338,90cada	3x de R$ 112,97 s/juros	exaustores			
		Exaustor Móvel 40cm Goar Em40m42p 220v - Em40m42p	Cód. 1568126536	(0)			R$ 2.051,29cada	8x de R$ 256,41 s/juros	exaustores			
OFERTA	-9%	Exaustor Ventokit M 280 D Sensor De Presença Bivolt	Cód. 1571598129	(0)	R$ 571,90 cada		R$ 519,90cada		exaustores		5x de R$ 103,98 s/juros	
OFERTA	-5%	Exaustor Ventokit M 80 A Nm C/ Reg Bivolt	Cód. 1571598130	(0)	R$ 356,16 cada		R$ 336,16cada		exaustores		3x de R$ 112,05 s/juros	
		Exaustor Para Banheiro Decor 200c S&p 120mm 127v	Cód. 1571227618	(0)			R$ 248,99cada	2x de R$ 124,49 s/juros	exaustores			
		Regulador De Vazão De Ar Rva 200mm Plástico Sicflux	Cód. 1571342708	(0)					exaustores		R$ 137,99cada	
		Exaustor Ventokit Vk Booster 300 220v	Cód. 1571595556	(0)			R$ 220,00cada	2x de R$ 110,00 s/juros	exaustores			
		Regulador De Vazão De Ar Rva 125mm Plástico Sicflux	Cód. 1571356884	(0)					exaustores		R$ 80,99cada	
		Exaustor Para Banheiro Decor 100c S&p 100mm 220v	Cód. 1571232918	(0)					exaustores		R$ 199,99cada	
		Exaustor Para Banheiro Sonora 11 – Bivolt	Cód. 1566953251	(0)			R$ 258,99cada	2x de R$ 129,49 s/juros	exaustores			
		Exaustor Residencial Luxo Aerodelta 25cm Bivolt Venti-delta	Cód. 1567613896	(0)			R$ 299,00cada	2x de R$ 149,50 s/juros	exaustores			
		Exaustor Maxx 150 – 220 Volts	Cód. 1566953257	(0)			R$ 463,57cada	4x de R$ 115,89 s/juros	exaustores			
		Exaustor Maxx 100 – 220 Volts	Cód. 1566953258	(0)			R$ 428,80cada	4x de R$ 107,20 s/juros	exaustores			
		Exaustor Para Banheiro Sonora 18 – Bivolt	Cód. 1566953249	(0)					exaustores		R$ 169,46cada	
		Exaustor Churrasqueira Residencial Duto Redondo 27cm Bivolt V...	Cód. 1567510593	(0)			R$ 229,90cada	2x de R$ 114,95 s/juros	exaustores			
OFERTA	-4%	Exaustor De Cozinha Tron 250mm Cromado Bivolt	Cód. 1567464703	R$ 259,90 cada	R$ 249,50cada		à vista no pix		exaustores		R$ 259,90 em até 2x de R$ 129,95 s/juros	(1)
		Exaustor Para Banheiro Mega 34 6'' Bivolt	Cód. 1566953252	(0)					exaustores		R$ 152,80cada	
		Exaustor Industrial/comercial 30cm Turbão 220v	Cód. 1566823222	(0)			R$ 299,90cada	2x de R$ 149,95 s/juros	exaustores			
		Filtro De Ar Para Coifa 60cx / 90cx / 90cxs Electrolux	Cód. 1566841021	(0)					exaustores		R$ 50,00cada	
		Exaustor Industrial/comercial 30cm Turbão Alta Vazão 220v	Cód. 1566823230	(0)			R$ 357,90cada	3x de R$ 119,30 s/juros	exaustores			
		Exaustor Industrial/comercial 40cm Turbão 127v	Cód. 1566823229	(0)			R$ 331,90cada	3x de R$ 110,63 s/juros	exaustores			
		Exaustor Industrial/comercial 50cm Turbão 220v	Cód. 1566823221	(0)			R$ 390,90cada	3x de R$ 130,30 s/juros	exaustores			
		Exaustor Industrial/comercial 30cm Turbão Alta Vazão 127v	Cód. 1566823223	(0)			R$ 358,90cada	3x de R$ 119,63 s/juros	exaustores			
		Exaustor Industrial/comercial 40cm Turbão 220v	Cód. 1566823210	(0)			R$ 331,90cada	3x de R$ 110,63 s/juros	exaustores			
		Exaustor Industrial/comercial 50cm Turbão 127v	Cód. 1566823211	(0)			R$ 373,90cada	3x de R$ 124,63 s/juros	exaustores			
		Caixa De Filtragem Filbox Quad150	Cód. 1566953262	(0)			R$ 405,28cada	4x de R$ 101,32 s/juros	exaustores			
		Exaustor 50cm Vent New Monovolt Alta Vazão 220v	Cód. 1566823216	(0)			R$ 417,90cada	4x de R$ 104,47 s/juros	exaustores			
		Exaustor Industrial/comercial 40cm Turbão Alta Vazão 127v	Cód. 1566823219	(0)			R$ 400,90cada	4x de R$ 100,22 s/juros	exaustores			
		Exaustor Industrial/comercial 40cm Turbão Alta Vazão 220v	Cód. 1566823233	(0)			R$ 400,90cada	4x de R$ 100,22 s/juros	exaustores			
		Exaustor Industrial/comercial 50cm Turbão Alta Vazão 127v	Cód. 1566823228	(0)			R$ 428,90cada	4x de R$ 107,22 s/juros	exaustores			
		Exaustor Master Fan Black - Treviso	Cód. 1570906157	(0)			R$ 699,90cada	6x de R$ 116,65 s/juros	exaustores			
		Exaustor Master Fan Black Plus - Treviso	Cód. 1570906156	(0)			R$ 729,90cada	7x de R$ 104,27 s/juros	exaustores			
		Exaustor Maxx 250 Sicflux 220v	Cód. 1569810587	(0)			R$ 2.664,00cada	8x de R$ 333,00 s/juros	exaustores			
		Exaustor Aci-150 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569820399	(0)			R$ 944,60cada	8x de R$ 118,07 s/juros	exaustores			
		Exaustor Aci-100 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569819876	(0)			R$ 892,50cada	8x de R$ 111,56 s/juros	exaustores			
		Exaustor Para Banheiro Sicflux Mega 18 Bivolt 150mm 13w 110v/...	Cód. 1571199409	(0)			R$ 234,99cada	2x de R$ 117,49 s/juros	exaustores			
		Exaustor Para Banheiro Decor 200c S&p 120mm 220v	Cód. 1571227617	(0)			R$ 248,99cada	2x de R$ 124,49 s/juros	exaustores			
		Exaustor Para Banheiro Decor 300c S&p 127v / 220v 150mm 127v	Cód. 1571234828	(0)			R$ 332,99cada	3x de R$ 111,00 s/juros	exaustores			
		Exaustor Pesado 50cm 1hp Goar Ep50 220v - Em50m42p	Cód. 1568126537	(0)			R$ 2.678,89cada	8x de R$ 334,86 s/juros	exaustores			
OFERTA	-8%	Exaustor Alta Rotação Bivolt 20cm Axial Venti Delta 165 Preto	Cód. 1570800071	(0)	R$ 500,90 cada		R$ 459,90cada		exaustores		4x de R$ 114,97 s/juros	
		"Duto Flexível Sem Isolamento 5"" 131mm (rolo C/ 10 Mts)"	Cód. 1569833781	(0)					exaustores		R$ 92,00cada	
		Exaustor Maxx Mini 125 Sicflux Bivolt	Cód. 1569819719	(0)			R$ 366,00cada	3x de R$ 122,00 s/juros	exaustores			
		Exaustor Aci-355 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569821311	(0)			R$ 4.151,65cada	8x de R$ 518,96 s/juros	exaustores			
		Exaustor Aci-125 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569820400	(0)			R$ 892,50cada	8x de R$ 111,56 s/juros	exaustores			
		Exaustor Aci-250 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569820699	(0)			R$ 1.276,00cada	8x de R$ 159,50 s/juros	exaustores			
		Exaustor Aci-200 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569820700	(0)			R$ 1.248,59cada	8x de R$ 156,07 s/juros	exaustores			
		Exaustor Maxx 125 Sicflux 220v	Cód. 1569810588	(0)			R$ 717,90cada	7x de R$ 102,56 s/juros	exaustores			
		Exaustor Maxx Mini 100 Sicflux Bivolt	Cód. 1569818127	(0)			R$ 322,48cada	3x de R$ 107,49 s/juros	exaustores			
		Exaustor Ventokit In Line Nm 150 C/ Reg Motor Bivolt	Cód. 1571595558	(0)			R$ 335,60cada	3x de R$ 111,87 s/juros	exaustores			
		Exaustor Ventokit In Line 150 Nm Turbo C/ Reg Motor 40w Bivolt	Cód. 1571595554	(0)			R$ 350,00cada	3x de R$ 116,67 s/juros	exaustores			
		Exaustor Ventokit In Line Nm 280 C/ Reg 220v.	Cód. 1571595557	(0)			R$ 450,00cada	4x de R$ 112,50 s/juros	exaustores			
		Exaustor Ventokit M 150 A Nm Bivolt	Cód. 1571595589	(0)			R$ 320,00cada	3x de R$ 106,67 s/juros	exaustores			
OFERTA	-6%	Air Brise Completo 127v	Cód. 1571595445	(0)	R$ 165,00 cada				exaustores		R$ 155,00cada	
OFERTA	-14%	Exaustor Ventokit Air Brise 160 Completo 127v	Cód. 1571598659	(0)	R$ 199,00 cada				exaustores		R$ 170,00cada	
OFERTA	-7%	Exaustor Ventokit 280 M/h 40w 12m² 150mm New Classic Bivolt	Cód. 1571598661	(0)	R$ 426,90 cada		R$ 393,90cada		exaustores		3x de R$ 131,30 s/juros	
OFERTA	-7%	Exaustor Ventokit In Line Nm 80 Motor C/ Reg Bivolt	Cód. 1571598133	(0)	R$ 296,80 cada		R$ 276,00cada		exaustores		2x de R$ 138,00 s/juros	
OFERTA	-9%	Exaustor Ventokit In Line Nm 150 Turbo Motor 40w Bivolt	Cód. 1571598137	(0)	R$ 369,00 cada		R$ 335,00cada		exaustores		3x de R$ 111,67 s/juros	
		Motor Ventilador Exaustor Vix 400mm 380 Volts	Cód. 1566807041	(0)			R$ 501,50cada	5x de R$ 100,30 s/juros	exaustores			
		Exaustor Ventokit M 280 D Sensor De Presença Bivolt Acessório...	Cód. 1571598662	(0)			R$ 499,00cada	4x de R$ 124,75 s/juros	exaustores			
		Exaustor De Ambientes Itc 350 Motor Blindado 92w Industrial 1...	Cód. 1571598135	(0)			R$ 350,00cada	3x de R$ 116,67 s/juros	exaustores			
OFERTA	-8%	Exaustor 30cm Axial Cinza 220v 180w Venti Delta Affara/cinza	Cód. 1568876363	(0)	R$ 324,90 cada		R$ 297,90cada		exaustores		2x de R$ 148,95 s/juros	
		Exaustor Para Banheiro Decor 100c S&p 100mm 127v	Cód. 1571232921	(0)					exaustores		R$ 199,99cada	
		Exaustor Baixo Ruído Mdt 16 – Bivolt	Cód. 1566953259	(1)					exaustores		R$ 89,00cada	
		Exaustor Baixo Ruído Mdt 11 – Bivolt	Cód. 1566953248	(0)					exaustores		R$ 103,47cada	
		Exaustor Para Banheiro Sicflux Mega 10 Bivolt 100mm 13w 110v/...	Cód. 1571199410	(0)					exaustores		R$ 168,99cada	
Veneziana Com Filtro Para Ventilador 20x20cm De Painel Elétri...	Cód. 1571486487	(0)	R$ 183,00cada	Cód. 85479821	(2)		R$ 749,90cada		exaustores		7x de R$ 107,13 s/juros	Exaustor para Cozinha Master Fan Luxo Treviso
		Exaustor Ventokit In Line Nm 280 C/ Reg 220v.	Cód. 1571595557	(0)			R$ 450,00cada	4x de R$ 112,50 s/juros	exaustores			
		Exaustor Ventokit In Line 150 Nm Turbo C/ Reg Motor 40w Bivolt	Cód. 1571595554	(0)			R$ 350,00cada	3x de R$ 116,67 s/juros	exaustores			
OFERTA	-9%	Exaustor Ventokit M 280 D Sensor De Presença Bivolt	Cód. 1571598129	(0)	R$ 571,90 cada		R$ 519,90cada		exaustores		5x de R$ 103,98 s/juros	
OFERTA	-5%	Exaustor Ventokit M 80 A Nm C/ Reg Bivolt	Cód. 1571598130	(0)	R$ 356,16 cada		R$ 336,16cada		exaustores		3x de R$ 112,05 s/juros	
		Exaustor Residencial Drywall Bivolt 25cm Com 2 Grades Ventima...	Cód. 1569931665	(0)			R$ 239,90cada	2x de R$ 119,95 s/juros	exaustores			
OFERTA	-7%	Exaustor Ventokit In Line Nm 80 Motor C/ Reg Bivolt	Cód. 1571598133	(0)	R$ 296,80 cada		R$ 276,00cada		exaustores		2x de R$ 138,00 s/juros	
OFERTA	-9%	Exaustor Ventokit In Line Nm 150 Turbo Motor 40w Bivolt	Cód. 1571598137	(0)	R$ 369,00 cada		R$ 335,00cada		exaustores		3x de R$ 111,67 s/juros	
OFERTA	-14%	Exaustor Ventokit Air Brise 160 Completo 127v	Cód. 1571598659	(0)	R$ 199,00 cada				exaustores		R$ 170,00cada	
		Motor Ventilador Exaustor Vix 400mm 380 Volts	Cód. 1566807041	(0)			R$ 501,50cada	5x de R$ 100,30 s/juros	exaustores			
		Exaustor Residencial Luxo Aerodelta 25cm Bivolt Venti-delta	Cód. 1567613896	(0)			R$ 299,00cada	2x de R$ 149,50 s/juros	exaustores			
		Exaustor Maxx 100 – 220 Volts	Cód. 1566953258	(0)			R$ 428,80cada	4x de R$ 107,20 s/juros	exaustores			
		Exaustor Maxx 150 – 220 Volts	Cód. 1566953257	(0)			R$ 463,57cada	4x de R$ 115,89 s/juros	exaustores			
		Exaustor Para Banheiro Decor 100c S&p 100mm 127v	Cód. 1571232921	(0)					exaustores		R$ 199,99cada	
		Exaustor Churrasqueira Residencial Duto Redondo 27cm Bivolt V...	Cód. 1567510593	(0)			R$ 229,90cada	2x de R$ 114,95 s/juros	exaustores			
OFERTA	-8%	Exaustor 30cm Axial Cinza 220v 180w Venti Delta Affara/cinza	Cód. 1568876363	(0)	R$ 324,90 cada		R$ 297,90cada		exaustores		2x de R$ 148,95 s/juros	
OFERTA	-6%	Teclado Easy Touch Para Coifas Fogatti Modelo Atual	Cód. 1566936155	(0)	R$ 159,90 cada				exaustores		R$ 149,90cada	
